Restaurant Name,Category,Rating,Cost for Two (in Rupees),Area,Offer,URL
Dawg Haus - Loaded Hotdogs,"American, Continental, Beverages",NA,450,Kammanahalli,NA,https://www.swiggy.com/restaurants/dawg-haus-loaded-hotdogs-kalyan-nagar-bangalore-473360
Kannur Restaurant,"North Indian, South Indian, Kerala",3.8,500,Kammanahalli,NA,https://www.swiggy.com/restaurants/kannur-restaurant-kammanahalli-kalyan-nagar-bangalore-117877
50-50 Rolls,Fast Food,NA,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/50-50-rolls-kammanahalli-kalyan-nagar-bangalore-502528
Habibi Falafel,"Fast Food, Middle Eastern",NA,600,Kammanahalli,NA,https://www.swiggy.com/restaurants/habibi-falafel-kalyan-nagar-kammanahalli-bangalore-373838
Sanky's Burger House,American,NA,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/sankys-burger-house-kacharakanahalli-bangalore-17062
VEECHU,South Indian,NA,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/veechu-kammanahalli-kalyan-nagar-bangalore-555261
Project Momowala,Chinese,NA,160,Kammanahalli,NA,https://www.swiggy.com/restaurants/project-momowala-indiranagar-bangalore-408783
Waffle House,Desserts,NA,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/waffle-house-kammanahalli-kalyan-nagar-bangalore-429446
Sweet Moments,"Chaat, Desserts",NA,100,Kammanahalli,NA,https://www.swiggy.com/restaurants/sweet-moments-5th-main-kullapa-circle-kammanahalli-kalyan-nagar-bangalore-690
khayal resturant,"Arabian, Snacks",3.6,500,Kammanahalli,NA,https://www.swiggy.com/restaurants/khayal-resturant-kammanahalli-kalyan-nagar-bangalore-462222
Just Shawarma,Arabian,3.9,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/just-shawarma-anthony-road-kammanahalli-bangalore-34520
South Indian Chettinad restaurant,"Chettinad, Chinese, Indian, Tandoor",3.8,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/south-indian-chettinad-restaurant-hrbr-layout-kalyan-nagar-bangalore-360990
Dilawar,"Chinese, North Indian, Beverages, Seafood, Punjabi, Hyderabadi",NA,400,Kammanahalli,NA,https://www.swiggy.com/restaurants/dilawar-geddalahalli-hbr-layout-bangalore-126347
N T R CAFE,"Beverages, Snacks",NA,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/n-t-r-cafe-kammanahalli-kalyan-nagar-sector-18-bangalore-420622
Dodmane Donne Biryani,"Biryani, Indian",NA,400,Kammanahalli,NA,https://www.swiggy.com/restaurants/dodmane-donne-biryani-kammanahalli-kalyan-nagar-bangalore-542197
Kwality Walls Frozen Dessert and Ice Cream Shop,"Ice Cream, Desserts",NA,200,Kammanahalli,NA,https://www.swiggy.com/restaurants/kwality-walls-frozen-dessert-and-ice-cream-shop-kammanahalli-kalyan-nagar-bangalore-454877
Punith Special Biriyani,"Biryani, Combo",3,200,Kammanahalli,NA,https://www.swiggy.com/restaurants/punith-special-biriyani-kammanahalli-kalyan-nagar-bangalore-509288
The Baklava Company,Desserts,NA,250,Kammanahalli,NA,https://www.swiggy.com/restaurants/the-baklava-company-kammanahalli-kalyan-nagar-banaswadi-bangalore-135035
Uttam Sagar Juice Chaat Corner,"Juices, Chaat, Ice Cream, Fast Food, Beverages",NA,200,Kammanahalli,NA,https://www.swiggy.com/restaurants/uttam-sagar-juice-chaat-corner-kammanahalli-kalyan-nagar-bangalore-542193
Chaatimes,"Fast Food, Street Food",3.6,150,Kammanahalli,NA,https://www.swiggy.com/restaurants/chaatimes-hrbr-layout-kalyan-nagar-bangalore-23637
SENDHOOR COFFEE,South Indian,NA,200,Kammanahalli,NA,https://www.swiggy.com/restaurants/sendhoor-coffee-kullappa-circle-kalyan-nagar-bangalore-346488
HOKART- BALAJI 99 VARIETY DOSA,South Indian,NA,200,Kammanahalli,NA,https://www.swiggy.com/restaurants/hokart-balaji-99-variety-dosa-kammanahalli-kalyan-nagar-bangalore-554281
The Ganache Factory - Cakes & Desserts,"Desserts, Bakery, Ice Cream, Sweets",NA,250,Kammanahalli,NA,https://www.swiggy.com/restaurants/the-ganache-factory-cakes-and-desserts-kammanahalli-kalyan-nagar-bangalore-328816
"TEA, COFFEE & THINDI'S",South Indian,NA,150,Kammanahalli,NA,https://www.swiggy.com/restaurants/tea-coffee-and-thindis-kammanahalli-kalyan-nagar-bangalore-524527
Donne Biryani At Hennur Junction,"Biryani, Chinese, Indian",NA,199,Kammanahalli,NA,https://www.swiggy.com/restaurants/donne-biryani-at-hennur-junction-hbr-layout-bangalore-224802
99 Variety Dosa,South Indian,NA,200,Kammanahalli,NA,https://www.swiggy.com/restaurants/99-variety-dosa-kammanahalli-kalyan-nagar-bangalore-554284
Dande's Hyderabad Biryani,"Biryani, Seafood, Chinese, Andhra, North Indian, Hyderabadi, Kebabs",NA,350,Kammanahalli,NA,https://www.swiggy.com/restaurants/dandes-hyderabad-biryani-kammanahalli-kalyan-nagar-dodda-banaswadi-bangalore-316973
GOLDEN RYE BAKERY & CAFE,"Bakery, Grill, Barbecue, Arabian, Desserts",NA,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/golden-rye-bakery-and-cafe-kammanahalli-kalyan-nagar-bangalore-427035
The Brooklyn Creamery - Healthy Ice Cream,"Desserts, Ice Cream, Healthy Food",NA,250,Kammanahalli,NA,https://www.swiggy.com/restaurants/the-brooklyn-creamery-healthy-ice-cream-2nd-block-hrbr-lyt-kalyan-nagar-bangalore-315634
ASM BIRYANI AND KABAB,"Biryani, Combo",NA,200,Kammanahalli,NA,https://www.swiggy.com/restaurants/asm-biryani-and-kabab-kammanahalli-kalyan-nagar-bangalore-463572
Latika's,Indian,NA,150,Kammanahalli,NA,https://www.swiggy.com/restaurants/latikas-kammanahalli-kalyan-nagar-bangalore-484371
Punjabi Unplugged,"Punjabi, North Indian, Mughlai, Chinese",3.7,200,Kammanahalli,NA,https://www.swiggy.com/restaurants/punjabi-unplugged-kammanahalli-kalyan-nagar-bangalore-382531
Dairy Day Ice creams,"Ice Cream, Desserts",NA,200,Kammanahalli,NA,https://www.swiggy.com/restaurants/dairy-day-ice-creams-kammanahalli-kalyan-nagar-bangalore-525620
Zamindar,"Andhra, Biryani, Chinese, North Indian",NA,500,Kammanahalli,NA,https://www.swiggy.com/restaurants/zamindar-hrbr-layout-2nd-block-kammanahalli-bangalore-55313
THARAVADU MALABAR BIRYANI,"Kerala, Biryani, South Indian, Combo",NA,230,Kammanahalli,NA,https://www.swiggy.com/restaurants/tharavadu-malabar-biryani-kammanahalli-kalyan-nagar-dodda-banaswadi-bangalore-316848
Corner House Ice Cream,"Desserts, Ice Cream",NA,250,Kammanahalli,NA,https://www.swiggy.com/restaurants/corner-house-ice-cream-kammanahalli-kalyan-nagar-bangalore-383505
Amma Chethi Vanta,Andhra,NA,200,Kammanahalli,NA,https://www.swiggy.com/restaurants/amma-chethi-vanta-basavanagudi-kalyan-nagar-bangalore-512557
EatN'Treat,"Chinese, Pizzas, Snacks",NA,200,Kammanahalli,NA,https://www.swiggy.com/restaurants/eatntreat-kammanahalli-kalyan-nagar-bangalore-430790
Chinese Trail,"Chinese, Thai, Seafood, Asian, Combo, Healthy Food, Beverages",NA,350,Kammanahalli,NA,https://www.swiggy.com/restaurants/chinese-trail-kammanahalli-kalyan-nagar-kadugondanahalli-bangalore-324585
Big Chicken,American,NA,350,Kammanahalli,NA,https://www.swiggy.com/restaurants/big-chicken-kammanahalli-kacharakanahalli-bangalore-56407
SANDWICH BINGE,"Snacks, Beverages, Ice Cream",NA,200,Kammanahalli,NA,https://www.swiggy.com/restaurants/sandwich-binge-kammanahalli-kalyan-nagar-bangalore-512318
Jerry Mamas,"Bakery, Snacks, Fast Food",NA,500,Kammanahalli,NA,https://www.swiggy.com/restaurants/jerry-mamas-kammanahalli-kalyan-nagar-bangalore-563267
CAFE ROME,"Fast Food, Italian, Snacks, Beverages",NA,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/cafe-rome-kammanahalli-kalyan-nagar-bangalore-539399
Pepes Pizza,"Pizzas, Continental",3.8,500,Kammanahalli,NA,https://www.swiggy.com/restaurants/pepes-pizza-kammanahalli-kalyan-nagar-bangalore-403356
Big Man Bistro,Continental,NA,600,Kammanahalli,NA,https://www.swiggy.com/restaurants/big-man-bistro-nagavara-and-hennur-lingarajapuram-bangalore-320084
Little Italy,"Italian, Pizzas, Pastas, Mexican, Desserts",NA,1200,Kammanahalli,NA,https://www.swiggy.com/restaurants/little-italy-80-feet-road-kammanahalli-kalyan-nagar-bangalore-10096
China Pearl,"Chinese, Asian",NA,1100,Kammanahalli,NA,https://www.swiggy.com/restaurants/china-pearl-5th-main-road-kalyan-nagar-bangalore-25223
RIGASTO-THE INDOTALY BISTRO,"Italian, Pastas, Beverages, North Indian, Fast Food, Pizzas",NA,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/rigasto-the-indotaly-bistro-kammanahalli-kalyan-nagar-bangalore-449234
Srinidhi Veg Food Court,"Chinese, South Indian, North Indian, Beverages",NA,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/srinidhi-veg-food-court-hrbr-layout-kalyan-nagar-bangalore-64955
KUTTY'S BIRYANI,"Biryani, Chinese",NA,400,Kammanahalli,NA,https://www.swiggy.com/restaurants/kuttys-biryani-kammanahalli-kalyan-nagar-bangalore-520896
JUICE POINT,Beverages,NA,100,Kammanahalli,NA,https://www.swiggy.com/restaurants/juice-point-kammanahalli-kalyan-nagar-bangalore-531792
The Parotta Combo,North Indian,NA,250,Kammanahalli,NA,https://www.swiggy.com/restaurants/the-parotta-combo-kammanahalli-kalyan-nagar-bangalore-335217
Ministry of Ice Creams,"Ice Cream, Desserts, Beverages",3.8,200,Kammanahalli,NA,https://www.swiggy.com/restaurants/ministry-of-ice-creams-kammanahalli-kalyan-nagar-bangalore-280657
ICE CORNER,"Desserts, Beverages, Ice Cream, Juices",3.3,200,Kammanahalli,NA,https://www.swiggy.com/restaurants/ice-corner-kammanahalli-kalyan-nagar-dodda-banaswadi-bangalore-276158
Biryani Mount,"Biryani, Indian",NA,400,Kammanahalli,NA,https://www.swiggy.com/restaurants/biryani-mount-kammanahalli-kalyan-nagar-bangalore-335221
Punjabi Thandoor Dhaaba,"South Indian, Indian, Biryani",NA,400,Kammanahalli,NA,https://www.swiggy.com/restaurants/punjabi-thandoor-dhaaba-kammanahalli-kalyan-nagar-bangalore-382444
IFC,Fast Food,NA,250,Kammanahalli,NA,https://www.swiggy.com/restaurants/ifc-kammanahalli-kalyan-nagar-bangalore-335220
Venky's Xprs,Fast Food,NA,400,Kammanahalli,NA,https://www.swiggy.com/restaurants/venkys-xprs-kalyannagar-kalyan-nagar-bangalore-144951
Vera Italiano,"Italian, Continental, Pizzas",NA,600,Kammanahalli,NA,https://www.swiggy.com/restaurants/vera-italiano-5th-main-kalyan-nagar-bangalore-25221
Panda's kitchen,"Chinese, Snacks",NA,250,Kammanahalli,NA,https://www.swiggy.com/restaurants/pandas-kitchen-kammanahalli-kalyan-nagar-bangalore-506474
Royal Donne Biryani,"Biryani, Chinese, Indian, Tandoor",3.5,400,Kammanahalli,NA,https://www.swiggy.com/restaurants/royal-donne-biryani-kammanahalli-kalyan-nagar-bangalore-382447
Yummy's paratha,"North Indian, Chinese, South Indian, Desserts, Snacks, Biryani, Kerala",NA,10,Kammanahalli,NA,https://www.swiggy.com/restaurants/yummys-paratha-banaswadi-bangalore-437137
Zinger crunch,Indian,NA,200,Kammanahalli,NA,https://www.swiggy.com/restaurants/zinger-crunch-banaswadi-bangalore-382567
Biriyani Point,"Biryani, Chinese, Kebabs",NA,200,Kammanahalli,NA,https://www.swiggy.com/restaurants/biriyani-point-kammanahalli-kalyan-nagar-bangalore-564363
Nizam's Kitchens,"Indian, Biryani, Andhra, Hyderabadi, Mughlai, Kebabs, Seafood",NA,450,Kammanahalli,NA,https://www.swiggy.com/restaurants/nizams-kitchens-kammanahalli-kalyan-nagar-dodda-banaswadi-bangalore-325644
Hotel Halli Mane,"North Indian, Biryani",NA,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/hotel-halli-mane-kammanahalli-kalyan-nagar-bangalore-564369
The Chaap Factory,"Kebabs, North Indian, Home Food, Indian, Thalis, Pizzas, Beverages",3.8,350,Kammanahalli,NA,https://www.swiggy.com/restaurants/the-chaap-factory-kammanahalli-kalyan-nagar-kacharakanahalli-bangalore-190506
Slurpy Shakes,"Desserts, Beverages, Ice Cream",3.9,150,Kammanahalli,NA,https://www.swiggy.com/restaurants/slurpy-shakes-kammanahalli-kalyan-nagar-bangalore-66901
Connie's Restaurant & Steakhouse,"American, Continental, Desserts, Italian",NA,1000,Kammanahalli,NA,https://www.swiggy.com/restaurants/connies-restaurant-and-steakhouse-kammanahalli-kacharakanahalli-bangalore-34294
Punjabi Zaika,Biryani,3.9,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/punjabi-zaika-kammanahalli-kalyan-nagar-bangalore-466930
Alba Cafe,Indian,3.7,400,Kammanahalli,NA,https://www.swiggy.com/restaurants/alba-cafe-kammanahalli-kalyan-nagar-bangalore-337989
Imperio restaurant,"Chinese, South Indian, North Indian, Continental, Desserts, Kerala, Andhra, Beve...",3.8,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/imperio-restaurant-hrbr-layout-kalyan-nagar-bangalore-70161
BANGALORE BIRIYANI POINT,"Biryani, Beverages",NA,199,Kammanahalli,NA,https://www.swiggy.com/restaurants/bangalore-biriyani-point-kammanahalli-kalyan-nagar-bangalore-424188
delhi bites,"North Indian, Snacks, Biryani",NA,600,Kammanahalli,NA,https://www.swiggy.com/restaurants/delhi-bites-kammanahalli-kalyan-nagar-bangalore-507439
 Madurai Muniyandi Vilas ,"North Indian, South Indian, Desserts",3.4,400,Kammanahalli,NA,https://www.swiggy.com/restaurants/madurai-muniyandi-vilas-kammanahalli-kalyan-nagar-bangalore-453958
Breakfast Express,"Continental, North Indian, South Indian, American, Beverages, British, European,...",NA,200,Kammanahalli,NA,https://www.swiggy.com/restaurants/breakfast-express-kammanahalli-kalyan-nagar-bangalore-174238
RAJYA DVAAR,"North Indian, Chaat, Snacks, Chinese, Rajasthani, Street Food",NA,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/rajya-dvaar-kammanahalli-kalyan-nagar-bangalore-529242
Juice Shop,"Juices, Beverages, Desserts, Ice Cream",3.8,150,Kammanahalli,NA,https://www.swiggy.com/restaurants/juice-shop-kammanahalli-kalyan-nagar-dodda-banaswadi-bangalore-270842
Curries and Pickles,"Andhra, Chinese, Seafood, South Indian",3,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/curries-and-pickles-kasturinagar-bennigana-halli-bangalore-51536
Healthy Fuel,"Desserts, Juices, Beverages",NA,350,Kammanahalli,NA,https://www.swiggy.com/restaurants/healthy-fuel-kammanahalli-kalyan-nagar-bangalore-150285
The Klub House (cafe),"Chinese, Continental, Lebanese, Italian, Combo, Healthy Food, Beverages",NA,250,Kammanahalli,NA,https://www.swiggy.com/restaurants/the-klub-house-cafe-kammanahalli-kalyan-nagar-bangalore-443918
Samovar Restaurant,"Chinese, Kerala, North Indian, Seafood, South Indian, Coastal",NA,450,Kammanahalli,NA,https://www.swiggy.com/restaurants/samovar-restaurant-ramaiah-layout-kacharakanahalli-bangalore-51539
Sharief Bhai,"Biryani, North Indian, Kebabs, Mughlai, Grill, Beverages, Sweets, Desserts",NA,400,Kammanahalli,NA,https://www.swiggy.com/restaurants/sharief-bhai-hrbr-layout-kalyan-nagar-bangalore-129540
Odia style jhal muri center,"Snacks, Beverages",NA,180,Kammanahalli,NA,https://www.swiggy.com/restaurants/odia-style-jhal-muri-center-kammanahalli-kalyan-nagar-bangalore-394771
UPTOWN PATTY,"Fast Food, Desserts, Beverages",NA,299,Kammanahalli,NA,https://www.swiggy.com/restaurants/uptown-patty-kammanahalli-kalyan-nagar-bangalore-521729
Just Naati,Indian,NA,350,Kammanahalli,NA,https://www.swiggy.com/restaurants/just-naati-kammanahalli-kalyan-nagar-bangalore-465813
SRAVANTHI'S MULTI CUSINE FAMILY RESTAURANT,"North Indian, South Indian",NA,350,Kammanahalli,NA,https://www.swiggy.com/restaurants/sravanthis-multi-cusine-family-restaurant-kammanahalli-kalyan-nagar-bangalore-449139
Sanju's Super Kitchen,"Continental, American, Italian, Seafood",NA,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/sanjus-super-kitchen-kammanahalli-kalyan-nagar-kacharakanahalli-bangalore-95592
Omleterian,"Continental, American",3.9,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/omleterian-2nd-cross-kreethi-layout-kacharakanahalli-bangalore-95350
Fanoos Xpress,North Indian,3.9,600,Kammanahalli,NA,https://www.swiggy.com/restaurants/fanoos-xpress-kammanahalli-kalyan-nagar-hbr-layout-bangalore-200643
Donne Biriyani House,Biryani,3.5,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/donne-biriyani-house-kammanahalli-kalyan-nagar-lingarajapuram-bangalore-333138
Donne Biriyanis Junction,Biryani,3.8,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/donne-biriyanis-junction-kammanahalli-kalyan-nagar-lingarajapuram-bangalore-333137
Kooreys,"Juices, Beverages",NA,89,Kammanahalli,NA,https://www.swiggy.com/restaurants/kooreys-horamavu-agara-main-road-bangalore-494017
AHMADS CHICKEN HUT,"North Indian, Biryani, Chinese, Beverages",NA,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/ahmads-chicken-hut-kammanahalli-kalyan-nagar-bangalore-531404
Khichdi Kahani,Indian,3.4,200,Kammanahalli,NA,https://www.swiggy.com/restaurants/khichdi-kahani-indiranagar-bangalore-280755
Anjappar,"Chettinad, Thalis, Biryani, Chinese, Tandoor, South Indian, North Indian",3.8,600,Kammanahalli,NA,https://www.swiggy.com/restaurants/anjappar-kammanahalli-kalyan-nagar-dodda-banaswadi-bangalore-313769
The Golden Thali,"Indian, North Indian",3.9,200,Kammanahalli,NA,https://www.swiggy.com/restaurants/the-golden-thali-indiranagar-bangalore-214928
Say Noodles,"North Indian, Asian, Thai",3.9,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/say-noodles-yadava-layout-kammanahalli-kalyan-nagar-bangalore-381374
Tandoori Hub,"Tandoor, Indian, Chinese, Biryani, Arabian",NA,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/tandoori-hub-banaswadi-kamanahali-kalyan-nagar-bangalore-452417
Happetite,"Fast Food, Snacks, North Indian",NA,200,Kammanahalli,NA,https://www.swiggy.com/restaurants/happetite-kammanahalli-kalyan-nagar-bangalore-507102
Sandwich Series,"Fast Food, Juices",NA,150,Kammanahalli,NA,https://www.swiggy.com/restaurants/sandwich-series-kalyan-nagar-bangalore-144977
ROLL'S HUB-HALAL CUT,Fast Food,NA,150,Kammanahalli,NA,https://www.swiggy.com/restaurants/rolls-hub-halal-cut-kammanahalli-kalyan-nagar-bangalore-450593
Thalaivars Biryani,"Andhra, Biryani, Hyderabadi, South Indian, Indian, Combo, Beverages",NA,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/thalaivars-biryani-kalyan-nagar-kammanahalli-kalyan-nagar-bangalore-309279
Lassi Shop,"Ice Cream, Italian, Juices",3.7,90,Kammanahalli,NA,https://www.swiggy.com/restaurants/lassi-shop-new-area-kalyan-nagar-bangalore-212501
21 Pork Street,Indian,NA,600,Kammanahalli,NA,https://www.swiggy.com/restaurants/21-pork-street-kammanahalli-kalyan-nagar-kacharakanahalli-bangalore-320077
Chinese Wok (Wok Express),"Chinese, Asian, Tibetan, Desserts",3.7,250,Kammanahalli,NA,https://www.swiggy.com/restaurants/chinese-wok-wok-express-kammanahalli-kalyan-nagar-bangalore-391270
Malaii Wala,Indian,NA,280,Kammanahalli,NA,https://www.swiggy.com/restaurants/malaii-wala-kammanahalli-kalyan-nagar-bangalore-391151
Little China,Chinese,NA,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/little-china-hrbr-layout-kalyan-nagar-bangalore-71279
Hokart - Balaji 99 variety dosa,"South Indian, Snacks",NA,150,Kammanahalli,NA,https://www.swiggy.com/restaurants/hokart-balaji-99-variety-dosa-kammanahalli-kalyan-nagar-bangalore-424081
AL-BAIK (The Taste Of Middle East),"Snacks, American, Beverages",NA,399,Kammanahalli,NA,https://www.swiggy.com/restaurants/al-baik-the-taste-of-middle-east-kammanahalli-kalyan-nagar-bangalore-464976
Authentic Biryani World,Biryani,NA,250,Kammanahalli,NA,https://www.swiggy.com/restaurants/authentic-biryani-world-kammanahalli-kalyan-nagar-bangalore-460372
Subway,"Fast Food, Salads, Snacks, Desserts, Beverages",NA,350,Kammanahalli,NA,https://www.swiggy.com/restaurants/subway-maruthi-sevanagar-bangalore-26305
Burger Queen,American,NA,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/burger-queen-kammanahalli-kalyan-nagar-bangalore-429531
Gelatissimo,"Ice Cream, Beverages",NA,400,Kammanahalli,NA,https://www.swiggy.com/restaurants/gelatissimo-kammanahalli-kalyan-nagar-bangalore-482027
California Burrito,"Mexican, American, Salads, Continental, Keto, Healthy Food",NA,250,Kammanahalli,NA,https://www.swiggy.com/restaurants/california-burrito-kalyan-nagar-kammanahalli-kalyan-nagar-bangalore-41922
Chunkies Burgers and Frankies,"Pizzas, Beverages",NA,200,Kammanahalli,NA,https://www.swiggy.com/restaurants/chunkies-burgers-and-frankies-kammanahalli-kalyan-nagar-bangalore-437260
AL BARACK CAFETERIA,"Juices, Salads",NA,300,Kammanahalli,NA,https://www.swiggy.com/restaurants/al-barack-cafeteria-kammanahalli-kalyan-nagar-bangalore-474779
